timestamp_utc,experiment,variant,job_name,start_ts,end_ts,duration_s,runner,job_id,state,worker_type,num_workers,max_num_workers,flexrs_goal,out_prefix,input_uri,dataset_tag,type_job,vcpu_hours,memory_gb_hours,pd_gb_hours,ssd_gb_hours,shuffle_gb,total_shuffle_gb,current_vcpus,current_memory_gb,records_processed,throughput_rps,cost_vcpu_usd,cost_memory_usd,cost_shuffle_usd,total_cost_usd,unit_cost_usd_per_mm
2025-09-09T09:42:30,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-50mb-1-20250909-093523,2025-09-09T09:35:32+00:00,2025-09-09T09:42:02+00:00,390.168905,dataflow,2025-09-17_02_35_31-11021173735788627146,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-50mb/t4-desnormalizada-base-desnormalizada-50mb-1-20250909-093523/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_50mb.csv,base-desnormalizada-50mb,serverless,0.19444444444444445,0.7783859592013889,1.2161111111111111,0.0,0.0013280035927891731,0.005312017165124416,4.0,16.0,329531.0,844.5855007333298,0.016333333333333335,0.00415307828531901,2.3200222766026855e-05,0.02050961184141837,0.06223879344103701
2025-09-09T09:49:25,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-50mb-2-20250909-094230,2025-09-09T09:42:32+00:00,2025-09-09T09:49:07+00:00,394.469781,dataflow,2025-09-17_02_42_31-16843948533644785988,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-50mb/t4-desnormalizada-base-desnormalizada-50mb-2-20250909-094230/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_50mb.csv,base-desnormalizada-50mb,serverless,0.19916666666666666,0.7973947482638889,1.2458333333333333,0.0,0.001233377493917942,0.004933509975671768,4.0,16.0,329531.0,835.3770450162822,0.016730000000000002,0.004254499679361979,2.1547104818746448e-05,0.021006046784180728,0.06374528279336611
2025-09-09T09:56:15,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-50mb-3-20250909-094926,2025-09-09T09:49:27+00:00,2025-09-09T09:55:52+00:00,384.905574,dataflow,2025-09-17_02_49_26-13188013982325943503,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-50mb/t4-desnormalizada-base-desnormalizada-50mb-3-20250909-094926/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_50mb.csv,base-desnormalizada-50mb,serverless,0.2,0.8009412977430556,1.2513888888888889,0.0,0.0013275248929858208,0.005310102365911007,4.0,16.0,329531.0,856.134652911002,0.016800000000000002,0.004273422294108073,2.3191859880462287e-05,0.021096614153988537,0.06402011997046875
2025-09-09T10:06:30,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-500mb-1-20250909-095615,2025-09-09T09:56:17+00:00,2025-09-09T10:06:08+00:00,590.86915,dataflow,2025-09-17_02_56_16-816400470233904448,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-500mb/t4-desnormalizada-base-desnormalizada-500mb-1-20250909-095615/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_500mb.csv,base-desnormalizada-500mb,serverless,0.4261111111111111,1.705224609375,2.6641666666666666,0.0,0.018035766668617725,0.07214306760579348,4.0,16.0,3275294.0,5543.179907091105,0.03579333333333334,0.009098225903320312,0.00031508484370075166,0.0452066440803544,0.013802316396743132
2025-09-09T10:15:18,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-500mb-2-20250909-100630,2025-09-09T10:06:35+00:00,2025-09-09T10:14:53+00:00,498.401146,dataflow,2025-09-17_03_06_34-13553533580192855953,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-500mb/t4-desnormalizada-base-desnormalizada-500mb-2-20250909-100630/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_500mb.csv,base-desnormalizada-500mb,serverless,0.32805555555555554,1.3129804144965278,2.051388888888889,0.0,0.0180450938642025,0.07218037545681,4.0,16.0,3275294.0,6571.602064494451,0.027556666666666667,0.007005407001546224,0.00031524778980761764,0.03487732145802051,0.010648607867880109
2025-09-09T10:24:02,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-500mb-3-20250909-101518,2025-09-09T10:15:19+00:00,2025-09-09T10:23:35+00:00,495.962201,dataflow,2025-09-17_03_15_18-8144176693111388405,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-500mb/t4-desnormalizada-base-desnormalizada-500mb-3-20250909-101518/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_500mb.csv,base-desnormalizada-500mb,serverless,0.3258333333333333,1.3037841796875,2.0369444444444444,0.0,0.01760798040777445,0.07043192349374294,4.0,16.0,3275294.0,6603.918591771876,0.02737,0.006956340490722656,0.0003076114177238196,0.034633951908446474,0.010574303225434564
2025-09-09T10:34:41,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-1gb-1-20250909-102402,2025-09-09T10:24:03+00:00,2025-09-09T10:34:20+00:00,617.104719,dataflow,2025-09-17_03_24_02-2693795566836574600,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-1gb/t4-desnormalizada-base-desnormalizada-1gb-1-20250909-102402/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_1gb.csv,base-desnormalizada-1gb,serverless,0.4583333333333333,1.8339908854166667,2.8655555555555554,0.0,0.04152891132980585,0.1661156453192234,4.0,16.0,6533555.0,10587.43321650081,0.0385,0.009785258369140624,0.0007255100809317082,0.04901076845007234,0.007501393720581267
2025-09-09T10:45:07,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-1gb-2-20250909-103441,2025-09-09T10:34:43+00:00,2025-09-09T10:44:42+00:00,598.718651,dataflow,2025-09-17_03_34_42-11961112888226735056,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-1gb/t4-desnormalizada-base-desnormalizada-1gb-2-20250909-103441/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_1gb.csv,base-desnormalizada-1gb,serverless,0.43972222222222224,1.759912109375,2.749722222222222,0.0,0.03960146848112345,0.1584058739244938,4.0,16.0,6533555.0,10912.563002818497,0.03693666666666667,0.009390011059570312,0.0006918376543652266,0.04701851538060221,0.007196467371990014
2025-09-09T10:55:56,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-1gb-3-20250909-104507,2025-09-09T10:45:08+00:00,2025-09-09T10:55:31+00:00,622.806624,dataflow,2025-09-17_03_45_07-14905272490133936784,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-1gb/t4-desnormalizada-base-desnormalizada-1gb-3-20250909-104507/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_1gb.csv,base-desnormalizada-1gb,serverless,0.45,1.8008053927951388,2.8136111111111113,0.0,0.04175450373440981,0.16701801773160696,4.0,16.0,6533555.0,10490.503389379493,0.0378,0.009608197173258464,0.0007294511802401393,0.048137648353498604,0.007367757423561691
2025-09-09T11:02:10,T4,desnormalizada,t4-desnormalizada-base-desnormalizada-5mb-1-20250909-105556,2025-09-09T10:55:57+00:00,2025-09-09T11:01:47+00:00,350.316493,dataflow,2025-09-17_03_55_56-15067613765445231472,JOB_STATE_DONE,n2-standard-4,1,4,,gs://bucket-mba-ricardo/t4/out/t4-desnormalizada/base-desnormalizada-5mb/t4-desnormalizada-base-desnormalizada-5mb-1-20250909-105556/part,gs://bucket-mba-ricardo/t4/base_desnormalizada_5mb.csv,base-desnormalizada-5mb,serverless,0.16361111111111112,0.6546112738715277,1.0227777777777778,0.0,0.0001113060861825943,0.0004452243447303772,4.0,16.0,33151.0,94.63157077220455,0.013743333333333335,0.003492678451741536,1.9445173256099224e-06,0.017237956302400482,0.5199829960604652
